Environment,Physical Server,Servername,Logical Environment,Logical Environment Abbiv.,Purpose,IP Address / Ports for Database,DNS Name,Virtual IP Address,,KHBE Environment Instance Name,"Data 
Contained",Internet Connectivity
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,Performance Testing  ,PERF,,172.26.129.92,perf.kyissuer.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,Performance Testing  ,PERF,,172.26.126.44,perf.kyshop.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,Performance Testing  ,PERF,,172.26.126.45,perf.kyshopping.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,Performance Testing  ,PERF,,172.26.126.46,perf.kyplans.chfsinet.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 1,UAT1,,172.26.126.47,uat1.kyshop.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 1,UAT1,,172.26.126.48,uat1.kyshopping.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 1,UAT1,,172.26.126.49,uat1.kyplans.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 2,UAT2,,172.26.126.50,uat2.kyshop.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 2,UAT2,,172.26.126.51,uat2.kyshopping.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 2,UAT2,,172.26.126.52,uat2.kyplans.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 3,UAT3,,172.26.126.53,uat3.kyshop.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 3,UAT3,,172.26.126.54,uat3.kyshopping.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 3,UAT3,,172.26.126.55,uat3.kyplans.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 4,UAT4,,172.26.126.56,uat4.kyshop.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 4,UAT4,,172.26.126.57,uat4.kyshopping.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 4,UAT4,,172.26.126.58,uat4.kyplans.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 3,UAT3,,172.26.126.134,uat3.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 4,UAT4,,172.26.126.135,uat4.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,Performance Testing 2,PERF2,,172.26.126.192,perf2.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing,UAT,,172.26.127.29,uat.webapi.kyshop.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing,UAT,,172.26.127.30,uat.webapi.kyshopping.ky.gov ,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 2,UAT2,,172.26.127.31,uat2.webapi.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 2,UAT2,,172.26.127.32,uat2.webapi.kyshop.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 2,UAT2,,172.26.127.33,uat2.webapi.kyshopping.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 1,UAT1,,172.26.127.60,uat1.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 2,UAT2,,172.26.127.61,uat2.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 3,UAT3,,172.26.127.62,uat3.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 4,UAT4,,172.26.127.63,uat4.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,Performance Testing,PERF,,172.26.127.64,perf.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,Performance Testing,PERF,,172.26.127.89,perf.webapi.kyshop.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,Performance Testing,PERF,,172.26.127.90,perf.webapi.kyshopping.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,Performance Testing,PERF,,172.26.127.91,perf.webapi.kyplans.chfsinet.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,Performace Testing,PERF,,172.26.129.13,perf.form1095.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 1,UAT1,,172.26.127.203,uat1.form1095.ky.gov,205.204.197.153,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 2,UAT2,,172.26.127.204,uat2.form1095.ky.gov,205.204.197.154,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 3,UAT3,,172.26.127.205,uat3.form1095.ky.gov,205.204.197.155,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing Stage 2,STU2,,172.26.127.206,stu2.form1095.ky.gov,205.204.197.156,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing Stage 1,STU1,,172.26.129.50,stu1.kyenroll.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 1,UAT1,,172.26.129.53,uat1.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 2,UAT2,,172.26.129.54,uat2.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 3,UAT3,,172.26.129.55,uat3.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 4,UAT4,,172.26.128.227,uat4.kyenroll.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,Performance Testing  ,PERF,,172.26.129.57,perf.kyenroll.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,WEBAPI,UAT,,172.26.129.243,uat.webapi.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,WEBAPI,PERF,,172.26.129.244,perf.webapi.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 1,UAT1,,172.26.128.209,uat1.kywaiver.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 2,UAT2,,172.26.128.210,uat2.kywaiver.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 3,UAT3,,172.26.128.211,uat3.kywaiver.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 4,UAT4,,172.26.128.228,uat4.kywaiver.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,Performance Testing  ,PRFS,,172.26.128.212,perf.kywaiver.chfsinet.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 1,UAT 1,,172.26.129.52,uat1.kyissuer.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 2,UAT 2,,172.26.129.56,uat2.kyissuer.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,Performance Testing  ,PERF,,172.26.129.100,perf.kyissuer.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,Performance Testing  ,PERF,,172.26.126.59,perf.kyshop.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,Performance Testing  ,PERF,,172.26.126.60,perf.kyshopping.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,Performance Testing  ,PERF,,172.26.126.61,perf.kyplans.chfsinet.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 1,UAT1,,172.26.126.62,uat1.kyshop.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 1,UAT1,,172.26.126.63,uat1.kyshopping.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 1,UAT1,,172.26.126.64,uat1.kyplans.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 2,UAT2,,172.26.126.65,uat2.kyshop.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 2,UAT2,,172.26.126.66,uat2.kyshopping.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 2,UAT2,,172.26.126.67,uat2.kyplans.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 3,UAT3,,172.26.126.68,uat3.kyshop.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 3,UAT3,,172.26.126.69,uat3.kyshopping.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 3,UAT3,,172.26.126.70,uat3.kyplans.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 4,UAT4,,172.26.126.71,uat4.kyshop.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 4,UAT4,,172.26.126.72,uat4.kyshopping.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 4,UAT4,,172.26.126.73,uat4.kyplans.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 3,UAT3,,172.26.126.136,uat3.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 4,UAT4,,172.26.126.137,uat4.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,Performance Testing 2,PERF2,,172.26.126.193,perf2.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing,UAT,,172.26.127.34,uat.webapi.kyshop.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing,UAT,,172.26.127.35,uat.webapi.kyshopping.ky.gov ,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 2,UAT2,,172.26.127.36,uat2.webapi.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 2,UAT2,,172.26.127.37,uat2.webapi.kyshop.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 2,UAT2,,172.26.127.38,uat2.webapi.kyshopping.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 1,UAT1,,172.26.127.65,uat1.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 2,UAT2,,172.26.127.66,uat2.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 3,UAT3,,172.26.127.67,uat3.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 4,UAT4,,172.26.127.68,uat4.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,Performance Testing,PERF,,172.26.127.69,perf.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,Performance Testing,PERF,,172.26.127.92,perf.webapi.kyshop.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,Performance Testing,PERF,,172.26.127.93,perf.webapi.kyshopping.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,Performance Testing,PERF,,172.26.127.94,perf.webapi.kyplans.chfsinet.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,Performace Testing,PERF,,172.26.129.14,perf.form1095.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 1,UAT1,,172.26.127.207,uat1.form1095.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 2,UAT2,,172.26.127.208,uat2.form1095.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing 3,UAT3,,172.26.127.209,uat3.form1095.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-4,HFSNE121-037063,User Acceptance Testing Stage 2,STU2,,172.26.127.210,stu2.form1095.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,WEBAPI,PERF,,172.26.129.249,perf.webapi.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,Performance Testing  ,PERF,,172.26.128.171,perf.kyenroll.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,Performance Testing  ,PRFS,,172.26.128.216,perf.kywaiver.chfsinet.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,Performance Testing  ,PERF,,172.26.129.114,perf.kyissuer.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,Performance Testing  ,PERF,,172.26.126.74,perf.kyshop.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,Performance Testing  ,PERF,,172.26.126.75,perf.kyshopping.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,Performance Testing  ,PERF,,172.26.126.76,perf.kyplans.chfsinet.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing 3,UAT3,,172.26.126.140,uat3.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing 4,UAT4,,172.26.126.141,uat4.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,Performance Testing 2,PERF2,,172.26.126.194,perf2.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,Performance Testing,PERF,,172.26.127.74,perf.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,Performance Testing,PERF,,172.26.127.95,perf.webapi.kyshop.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,Performance Testing,PERF,,172.26.127.96,perf.webapi.kyshopping.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,Performance Testing,PERF,,172.26.127.97,perf.webapi.kyplans.chfsinet.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,Performance Testing,PERF,,172.26.129.213,perf.form1095.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 3,STU3,,172.26.127.9,stu3.kynect.ky.gov,205.204.197.173,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 3,STU3,,172.26.127.10,stu3.kywaiver.ky.gov,205.204.197.174,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 3,STU3,,172.26.127.228,stu3.kyagent.ky.gov,205.204.197.175,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 3,STU3,,172.26.127.229,stu3.kyissuer.ky.gov,205.204.197.176,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 3,STU3,,172.26.127.230,stu3.kyshop.ky.gov,205.204.197.177,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 3,STU3,,172.26.127.231,stu3.kyshopping.ky.gov,205.204.197.178,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 3,STU3,,172.26.127.232,stu3.kyplans.ky.gov,205.204.197.179,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 3,STU3,,172.26.127.233,stu3.form1095.ky.gov,205.204.197.180,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 4,STU4,,172.26.124.11,stu4.kynect.ky.gov,205.204.197.181,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 4,STU4,,172.26.124.12,stu4.kywaiver.ky.gov,205.204.197.182,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 4,STU4,,172.26.124.13,stu4.kyagent.ky.gov,205.204.197.183,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 4,STU4,,172.26.124.14,stu4.kyissuer.ky.gov,205.204.197.184,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 4,STU4,,172.26.124.15,stu4.kyshop.ky.gov,205.204.197.185,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 4,STU4,,172.26.124.16,stu4.kyshopping.ky.gov,205.204.197.186,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 4,STU4,,172.26.124.17,stu4.kyplans.ky.gov,205.204.197.187,,,,
User Acceptance Testing,UAT-WEB-5,HFSNE121-037186,User Acceptance Testing Stage 4,STU4,,172.26.124.18,stu4.form1095.ky.gov,205.204.197.188,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,WEBAPI,PERF,,172.26.129.251,perf.webapi.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,Performance Testing  ,PERF,,172.26.128.175,perf.kyenroll.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,Performance Testing  ,PRFS,,172.26.128.220,perf.kywaiver.chfsinet.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,Performance Testing  ,PERF,,172.26.129.116,perf.kyissuer.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,Performance Testing  ,PERF,,172.26.126.89,perf.kyshop.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,Performance Testing  ,PERF,,172.26.126.90,perf.kyshopping.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,Performance Testing  ,PERF,,172.26.126.91,perf.kyplans.chfsinet.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing 3,UAT3,,172.26.126.138,uat3.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing 4,UAT4,,172.26.126.139,uat4.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,Performance Testing 2,PERF2,,172.26.126.195,perf2.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,Performance Testing,PERF,,172.26.127.79,perf.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,Performance Testing,PERF,,172.26.127.98,perf.webapi.kyshop.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,Performance Testing,PERF,,172.26.127.99,perf.webapi.kyshopping.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,Performance Testing,PERF,,172.26.127.100,perf.webapi.kyplans.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,Performance Testing,PERF,,172.26.129.214,perf.form1095.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 3,STU3,,172.26.127.234,stu3.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 3,STU3,,172.26.127.235,stu3.kywaiver.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 3,STU3,,172.26.127.236,stu3.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 3,STU3,,172.26.127.237,stu3.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 3,STU3,,172.26.127.238,stu3.kyshop.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 3,STU3,,172.26.127.239,stu3.kyshopping.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 3,STU3,,172.26.127.240,stu3.kyplans.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 3,STU3,,172.26.127.241,stu3.form1095.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 4,STU4,,172.26.124.19,stu4.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 4,STU4,,172.26.124.20,stu4.kywaiver.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 4,STU4,,172.26.124.21,stu4.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 4,STU4,,172.26.124.22,stu4.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 4,STU4,,172.26.124.23,stu4.kyshop.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 4,STU4,,172.26.124.24,stu4.kyshopping.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 4,STU4,,172.26.124.25,stu4.kyplans.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-6,HFSNE121-037187,User Acceptance Testing Stage 4,STU4,,172.26.124.26,stu4.form1095.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,Performance Testing,PERF,,172.26.127.195,perf.kyenroll.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,Performance Testing,PERF,,172.26.126.204,perf.webapi.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,Performance Testing,PERF,,172.26.126.205,perf.kywaiver.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,Performance Testing,PERF,,172.26.126.206,perf.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,Performance Testing,PERF,,172.26.126.207,perf.kyshop.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,Performance Testing,PERF,,172.26.126.208,perf.kyshopping.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,Performance Testing,PERF,,172.26.126.209,perf.kyplans.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,Performance Testing,PERF,,172.26.126.210,perf.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,Performance Testing,PERF,,172.26.126.77,perf.webapi.kyshop.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,Performance Testing,PERF,,172.26.126.78,perf.webapi.kyshopping.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,Performance Testing,PERF,,172.26.126.79,perf.webapi.kyplans.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 2,STU3,,172.26.127.242,stu3.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 2,STU3,,172.26.127.243,stu3.kywaiver.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 2,STU3,,172.26.127.250,stu3.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 2,STU3,,172.26.127.251,stu3.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 2,STU3,,172.26.127.252,stu3.kyshop.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 2,STU3,,172.26.127.253,stu3.kyshopping.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 2,STU3,,172.26.127.254,stu3.kyplans.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 2,STU3,,172.26.128.124,stu3.form1095.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 4,STU4,,172.26.124.27,stu4.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 4,STU4,,172.26.124.28,stu4.kywaiver.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 4,STU4,,172.26.124.29,stu4.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 4,STU4,,172.26.124.30,stu4.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 4,STU4,,172.26.124.31,stu4.kyshop.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 4,STU4,,172.26.124.32,stu4.kyshopping.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 4,STU4,,172.26.124.33,stu4.kyplans.ky.gov,,,,,
